itemonagendaid,GL_rec
11169004,For
11169005,For
11169006,For
11169007,For
11169008,Against
11169009,For
11876493,For
11876494,Against
11876495,For
11876496,For
11876497,For
11876498,For
11876499,For
11876500,For
11876501,For
11876502,For
11876503,For
11876510,For
11876511,For
11876512,1 Year
12597134,For
12597135,For
12597136,For
12597137,Against
12597138,For
12597139,For
12597140,For
12597141,For
12597142,For
12597143,For
12597144,For
12597145,For
12597146,For
12597147,For
13300166,For
13300167,For
13300168,For
13300169,For
13300170,For
13300171,For
13300172,For
13300173,For
13300174,For
13300175,For
13300176,For
13300177,For
13300178,For
13300179,Against
14002688,For
14002689,For
14002690,For
14002691,For
14002692,For
14002693,For
14002694,For
14002695,For
14002696,For
14002697,For
14002698,For
14002699,Against
14002700,Against
8735143,For
8735144,For
8735145,For
8735146,For
8735147,Against
8735148,1 Year
8735149,For
8735150,For
9136154,For
9136155,For
9136156,For
9136157,For
9136158,For
9573759,For
9573760,For
9573761,For
9573762,For
9573763,For
9573764,For
9573765,For
10043085,For
10043086,For
10043087,For
10043088,For
10043089,For
10043090,For
10581407,For
10581408,For
10581409,For
10581410,For
10581411,For
11183413,For
11183414,For
11183415,For
11183416,For
11183417,For
11183418,For
11183419,For
11183420,For
11183421,For
11183422,For
11183423,For
11183424,Against
11884782,For
11884791,For
11884783,For
11884784,For
11884785,For
11884786,For
11884787,For
11884788,For
11884789,For
11884790,For
11884792,For
11884793,1 Year
11884794,For
11884795,For
12599111,For
12599120,For
12599112,For
12599113,For
12599114,For
12599115,For
12599116,For
12599117,For
12599118,For
12599119,For
12599121,For
12599122,For
12599123,For
12599124,Against
13283156,For
13283165,For
13283157,For
13283158,For
13283159,For
13283160,For
13283161,For
13283162,For
13283163,For
13283164,For
13283166,For
13283167,For
13283168,For
14001545,For
14001554,For
14001546,For
14001547,For
14001548,Withhold
14001549,For
14001550,For
14001551,For
14001552,For
14001553,For
14001555,For
14001556,For
14001557,For
14001558,For
9189016,Abstain
9189017,Abstain
9189018,Withhold
9189019,Withhold
9189020,Withhold
8694567,For
8694568,For
8694569,For
8694570,For
8694571,For
8694572,For
8694573,For
8694574,For
8694575,1 Year
9166908,For
9166909,For
9166910,For
9166911,For
9166912,For
9166913,For
9166914,For
9166915,For
9166916,For
9166917,For
9597287,For
9597288,Withhold
9597289,For
9597290,For
9597291,For
9597292,For
9597293,For
9597294,For
9597296,For
10062777,For
10062778,For
10062779,For
10062780,For
10062781,For
10062782,For
10062783,For
10062784,For
10062785,For
10596612,For
10596613,For
10596614,For
10596615,For
10596616,For
10596617,For
10596618,For
10596619,For
10596620,For
11183094,For
11183095,For
11183096,For
11183097,For
11183098,For
11183099,For
11183100,For
11183101,For
11183102,For
11889146,For
11889147,For
11889148,For
11889149,For
11889150,For
11889151,For
11889152,For
11889153,For
11889154,For
11889155,For
11889156,For
11889157,Against
11889158,1 Year
12613519,For
12613520,For
12613521,For
12613522,For
12613523,For
12613524,For
12613525,For
12613526,For
12613527,For
12613528,For
13299522,For
13299523,For
13299524,For
13299525,For
13299526,For
13299527,For
13299528,For
13299529,For
13299530,For
13299531,For
13299532,For
14015704,For
14015705,For
14015706,For
14015707,For
14015708,For
14015709,For
14015710,For
14015711,For
14015712,For
14015713,For
14015714,For
8771097,For
8771098,For
8771099,For
8771100,For
8771101,For
8771102,For
8771103,For
8771104,For
8771105,For
8771106,For
8771107,For
8771108,1 Year
9254219,Withhold
9254231,Withhold
9254220,For
9254221,For
9254222,For
9254223,For
9254224,For
9254225,For
9254226,For
9254227,For
9254232,For
9254228,For
9254229,For
9698892,For
9698901,For
9698893,For
9698894,For
9698895,For
9698896,For
9698897,For
9698898,For
9698899,For
9698900,For
9698902,For
9698903,For
9698904,For
10179429,For
10179438,For
10179430,For
10179431,For
10179432,For
10179433,For
10179434,For
10179435,For
10179436,For
10179437,For
10179440,For
10179441,For
10179442,For
10759826,For
10759835,For
10759827,For
10759828,For
10759829,For
10759830,For
10759831,For
10759832,For
10759833,For
10759834,For
10759836,For
10759837,For
10759838,For
11217701,For
11217702,For
11217703,For
11217704,For
11217705,For
11217706,For
12078441,For
12078442,For
12078443,For
12078451,For
12078452,1 Year
12078453,For
12775496,For
12775497,For
13479200,For
13479201,Against
13479202,For
13479203,For
13479204,For
9175107,For
9175108,For
9175109,For
9175110,For
9175111,For
9175112,For
9175113,For
9175114,For
9175115,For
9621136,For
9621137,For
9621138,For
9621139,For
9621140,For
9621141,For
9621142,For
9621143,For
9621144,For
10075127,For
10075128,For
10075129,For
10075130,For
10075131,For
10075132,For
10075133,For
10075134,For
10075135,For
10075136,For
10075137,For
10075146,For
11208342,For
11208343,For
11208344,For
11208345,Against
11208346,For
11208347,For
11208348,For
11208349,For
11208350,For
14043431,For
14043432,For
14043433,For
14043434,For
14043435,For
14043436,For
14043437,For
14043438,For
14043439,For
14043440,For
14043441,For
14043442,For
12773190,Against
12773191,For
12773192,For
12773193,For
12773194,For
12773195,For
12773196,For
9703459,For
9703460,For
9703461,For
9703462,For
10180375,For
10180376,For
10180377,For
10828967,For
10828968,For
10828969,For
12962122,For
12962123,For
12962124,For
12962125,For
12962126,For
12962127,For
12962128,For
12962129,For
12962130,For
8994436,For
8994437,For
8994438,For
8994439,For
9221106,Against
9221107,For
9221108,For
9221109,For
9221110,For
9221111,For
11169025,For
11169026,For
11169027,For
11169028,For
11193944,For
11193945,Withhold
11193946,For
11193947,For
11193948,For
11193949,For
11193950,For
11193951,For
11193952,For
11898959,For
11898960,For
11898961,For
11898962,For
11898963,For
11898964,For
11898965,For
11898966,For
11898967,For
11898968,For
11898969,1 Year
12639417,For
12639418,For
12639419,For
12639420,For
12639421,For
12639422,For
12639423,For
12639424,For
12639425,For
12639426,For
9123937,Withhold
9123946,Withhold
9123938,For
9123939,For
9123940,For
9123941,For
9123942,For
9123943,For
9123944,For
9123945,For
9123947,For
9123948,For
9123949,For
9584593,For
9584602,For
9584594,For
9584595,For
9584596,For
9584597,For
9584598,For
9584599,For
9584600,For
9584601,For
9584603,For
9584604,For
9584605,For
9584606,For
9584607,For
10033007,For
10033016,For
10033008,For
10033009,For
10033010,For
10033011,For
10033012,For
10033013,For
10033014,For
10033015,For
10033017,For
10033018,For
10033019,For
10033020,For
10033021,For
8791984,For
8791985,For
8791986,For
8791987,For
8791988,1 Year
8791989,For
9247639,For
9247640,For
9247641,For
9684770,For
9684771,For
9684772,For
9684773,For
9684774,For
10157869,For
10157870,For
10157871,For
10157872,For
10727850,For
10727851,For
10727852,For
10727853,For
10727854,For
10727855,For
11996798,For
11996799,For
11996800,For
11996801,Against
11996802,1 Year
11996803,For
11996804,For
10765964,For
10765965,For
10765966,For
10765967,For
10765968,For
10765969,For
10765970,For
10765971,Withhold
10765972,For
10765973,For
10765974,For
10765975,For
12108942,For
12108943,For
12108944,For
12108945,For
12108946,For
12108947,For
12108948,For
12108949,For
12108950,For
12108951,For
12108952,For
8800828,For
8800829,For
8800830,For
8800831,For
8800832,For
8800833,For
8800834,For
8800835,For
8800836,For
8800837,1 Year
9250825,For
9250826,For
9250827,For
9250828,For
9250829,For
9250830,For
9703587,For
9703588,For
9703589,Withhold
9703590,Withhold
9703591,Withhold
9703592,For
9703593,For
10191254,For
10191255,Withhold
10191256,For
10191257,Withhold
10191258,For
10191263,For
10191264,Against
10748952,For
10748953,For
10748954,For
10748955,For
10748956,For
10748957,For
10748958,For
10749005,For
11356978,For
11356979,For
11356980,For
11356981,Withhold
11356982,For
11356987,For
12087462,For
12087463,For
12087464,For
12087465,For
12087466,For
12087467,For
12087468,For
12087469,1 Year
12810087,For
12810088,For
12810089,For
12810090,For
12810091,For
12810092,For
13476033,For
13476034,For
13476035,For
13476036,For
13476037,For
13476038,Against
13476039,For
13476040,For
13476041,For
9174864,For
9174865,For
9174866,For
9174867,For
9174868,1 Year
9174869,For
9600230,For
9600231,For
9600232,For
9600233,For
10100662,For
10100663,For
10100664,For
10100665,For
10100666,Against
10100667,For
10671959,For
10671960,For
10671961,For
10671962,For
10671963,For
10671964,For
11238115,Against
11238116,For
11238117,For
11238118,For
11238119,For
11238120,For
11238121,For
11238122,For
11238123,For
11238124,For
11238125,For
11931598,For
11931599,For
11931600,For
11931601,For
11931602,For
11931603,For
11931604,For
11931605,For
11931606,For
11931607,For
12653425,For
12653426,For
12653427,For
12653428,For
12653429,For
12653430,For
12653431,For
12653432,For
12653433,For
12653434,For
12653435,For
12653436,For
12653437,For
12653438,1 Year
13321128,For
13321129,For
13321130,For
13321131,For
13321132,For
13321133,For
13321134,For
13321135,For
13321136,For
13321137,For
13321138,For
13321139,For
8672274,For
8672275,For
8672276,Withhold
8672277,Withhold
8672278,For
8672279,For
8672280,For
8672281,1 Year
9133979,For
9133980,For
9133981,For
9133982,For
9133983,For
9133984,For
9574039,For
9574040,For
9574041,For
9574042,For
9574043,For
9574044,For
9574045,Against
9574046,For
10033040,For
10033041,For
10033042,For
10033043,For
10033044,For
10033045,Against
10577705,For
10577706,Withhold
10577707,For
10577708,For
10577709,For
10577710,Against
10577711,Against
10577712,Against
11162719,For
11162720,For
11162721,For
11162722,For
11162723,For
11162724,For
11162725,For
11162726,For
11162727,For
11162728,For
11869839,For
11869840,For
11869841,For
11869842,For
11869843,For
11869844,1 Year
11869845,For
11869846,For
11869847,For
12590518,For
12590526,For
12590527,For
12590528,For
12590529,For
12590530,For
12590572,For
12590573,For
13282957,For
13282958,Against
13282959,For
13282960,For
13282961,For
13282962,For
13282963,For
13282964,For
13282965,Against
13986408,For
13986409,For
13986410,For
13986411,For
13986463,For
13986464,For
13986465,For
13986466,For
13986467,For
13986468,Against
11201343,For
11201344,For
11201345,For
11201346,For
11201347,For
11312612,For
12694764,For
12694765,For
12694766,For
12694767,For
12694768,For
11182864,For
11182865,For
11182866,For
11182867,For
11182868,For
11182869,For
11182870,Withhold
11182871,For
11182872,For
11182873,For
11183429,For
11183430,For
11183431,For
11183432,For
11888903,For
11888904,For
11888905,For
11888906,For
11888907,1 Year
11888908,For
12640642,For
12640643,For
12640644,For
12640645,For
10021361,For
10021362,For
10021363,For
10021364,For
10021365,For
10021366,For
10021367,For
10021368,For
10021369,For
10021370,For
10021371,For
9609043,For
9609044,For
9609045,For
9609046,For
10046930,For
10046931,For
10046932,For
10046933,For
10046934,1 Year
10046935,For
10591688,For
10591689,For
10591690,For
10591691,For
11169429,For
11169430,For
11169431,For
11169432,For
9225917,For
9225918,For
9225919,Against
9225920,For
9675684,Withhold
9675685,For
9675686,Withhold
10175416,For
10175417,For
10175418,For
10175419,For
10175420,1 Year
10175421,Against
10175422,For
10733292,For
10733293,For
10733294,Against
10733295,For
12005695,Withhold
12005696,For
12005697,For
12005698,For
12005699,For
12747789,For
12747790,For
12747791,For
12747792,For
12747793,For
13440000,For
13440001,For
13440002,Withhold
13440003,For
13440004,Against
13440005,For
14165666,For
14165667,For
14165668,For
14165669,For
14165670,For
14165671,1 Year
12070069,Withhold
12070070,For
12070071,Withhold
12070072,For
11309379,For
11309380,Abstain
11309381,For
11309382,For
11309383,For
11309384,For
11309385,For
11309386,Against
11944736,For
11944737,Against
11944738,1 Year
11944739,For
11944740,For
12670415,For
12670416,For
12670417,For
12670418,For
14093051,For
14093052,For
14093053,For
14093054,For
14093055,For
14093056,For
8771870,For
8771871,For
8771872,For
8771873,For
8771874,1 Year
8771875,For
9182913,For
9182914,For
9182915,For
9182916,For
9182917,For
9597364,For
9597365,For
9597366,Against
9597367,For
9597368,For
9597369,Against
10080341,For
10080342,For
10080343,For
10080344,For
10080345,For
10080346,For
10080347,For
10080348,Against
10621288,For
10621289,For
10621290,For
10621291,Against
10621292,For
11201401,For
11201402,For
11201403,For
11201404,For
11201415,Against
11944599,For
11944600,For
11944601,For
11944602,For
11944603,1 Year
11944604,For
12670848,For
12670849,For
12670850,For
12670851,For
12670852,For
13346560,For
13346561,For
13346562,For
13346563,For
13346564,For
11269165,For
11269174,For
11269166,For
11269167,For
11269168,For
11269169,For
11269170,For
11269171,For
11269172,For
11269173,For
11269175,For
11269176,For
11269177,For
11966811,For
11966820,For
11966812,For
11966813,For
11966814,For
11966815,For
11966816,For
11966817,For
11966818,For
11966819,For
11966821,For
11966822,For
11966823,For
11966824,1 Year
12653984,For
12653985,For
12653986,For
12653987,For
12653988,For
12653989,For
12653990,For
12653991,For
12653992,For
12653993,For
12653994,For
13804680,For
13804681,For
13804682,For
13804683,For
14513636,For
14513637,For
14513638,For
9194580,For
9194581,For
9194582,For
9194583,For
9194584,1 Year
9194585,For
9194586,For
10086742,For
10086743,For
10086744,For
10086745,For
10086746,Against
10086747,For
10086748,For
10086749,For
10086750,For
10640822,For
10640823,For
10640824,For
10640825,For
10640826,For
10640827,For
10640828,For
10640829,For
10640830,For
10640831,For
10640832,For
11216760,For
11216761,For
11216762,For
11216763,For
11216764,For
11216765,For
11216766,For
11216767,For
11216768,For
11216769,For
11216770,For
11216771,For
11216772,For
11933332,For
11933333,For
11933334,For
11933335,For
11933336,For
11933337,For
11933338,For
11933339,For
11933340,For
11933341,For
11933342,For
11933343,For
11933344,For
11933345,For
12636540,For
12636541,For
12636542,For
12636543,For
12636544,For
12636545,For
12636546,For
12636547,For
12636548,For
12636549,For
12636550,1 Year
12636551,For
13335524,For
13335525,For
13335526,For
13335527,For
13335528,For
13335529,For
13335530,For
13335531,For
13335532,For
13335533,For
13335534,For
13335535,For
10101078,For
10101079,For
10101080,For
10101081,For
10645767,For
10645768,For
10645769,For
10645770,For
10645771,For
10645772,For
12087804,For
12087805,For
12087806,For
12087807,For
12087808,For
12087809,For
12087810,For
12087811,For
12087812,For
12087813,1 Year
9191124,For
9191125,For
9191126,For
9191127,For
9191144,For
9191145,For
11158505,For
11158506,For
11158507,For
11158508,For
11158509,1 Year
11158510,For
11158511,For
11158512,For
11927152,For
11927153,For
11927154,For
11927166,For
12632854,For
12632855,For
12632856,For
12632857,For
12632858,For
11890392,For
11890393,For
11890394,For
11890395,For
11890396,For
11890397,For
8776814,For
8776823,For
8776815,For
8776816,For
8776817,For
8776818,For
8776819,For
8776820,Withhold
8776821,For
8776822,For
8776824,For
8776825,For
8776826,1 Year
9183258,For
9183267,For
9183259,For
9183260,Withhold
9183261,For
9183262,For
9183263,For
9183264,Withhold
9183265,For
9183266,For
9183268,For
9183269,For
9618827,For
9618828,For
9618829,For
